id,company_name,trade_name,city,province,country_code,address,state,scope,certification_option,certification_body,cert_issue_date,cert_expiry_date,cert_status,operation_type,commodity_group,is_multisite,website,phone,email,data_quality_note,dataset,source_url,crawl_date,crawl_session,dedup_hash,first_seen,last_seen,is_new
78,4Plant Greenhouses Inc,,Leamington,ON,CA,"Leamington, ON, Canada",ON,Production & Packing of Greenhouse Cucumbers,C,TSLC,2026-01-06,2027-01-18,ACTIVE,Greenhouse Producer / Packer,Greenhouse,No,,,,,canadagap_certified_operations,https://www.canadagap.ca/certification/certified-companies/,2026-03-25T11:26:49.904809+00:00,20260325_112220,09223e69c22c1001d8f481fff9a1d9ba,2026-03-25 11:26:50,2026-03-25 11:26:50,1
79,4th Gen. Duwyn Farms Inc,,LaSalette,ON,CA,"LaSalette, ON, Canada",ON,Production of Asparagus,C,NSF,2025-06-24,2026-07-11,ACTIVE,Producer,Vegetables,No,,,,,canadagap_certified_operations,https://www.canadagap.ca/certification/certified-companies/,2026-03-25T11:26:49.904809+00:00,20260325_112220,45f7067d34795ccbbde72986fea436a7,2026-03-25 11:26:50,2026-03-25 11:26:50,1
80,4X Ranch Ltd,,Armstrong,BC,CA,"Armstrong, BC, Canada",BC,Production and Packing of Garlic,C,MSVS,2025-08-25,2026-08-22,ACTIVE,Producer / Packer,Vegetables,No,,,,,canadagap_certified_operations,https://www.canadagap.ca/certification/certified-companies/,2026-03-25T11:26:49.904809+00:00,20260325_112220,5c948ade40b903d927c0197ac877aed9,2026-03-25 11:26:50,2026-03-25 11:26:50,1
81,597259 BC Ltd. - Felix Farms Ltd,,Delta,BC,CA,"Delta, BC, Canada",BC,,C,TSLC,2025-11-24,2026-11-18,ACTIVE,Other,Unknown,No,,,,,canadagap_certified_operations,https://www.canadagap.ca/certification/certified-companies/,2026-03-25T11:26:49.904809+00:00,20260325_112220,0c70d5ddc5b00bb724f4121c4c5cf954,2026-03-25 11:26:50,2026-03-25 11:26:50,1
82,602491 BC Ltd,,Abbotsford,BC,CA,"Abbotsford, BC, Canada",BC,Production of Blueberries,C,NSF,2025-09-15,2026-08-14,ACTIVE,Producer,Fruits,No,,,,,canadagap_certified_operations,https://www.canadagap.ca/certification/certified-companies/,2026-03-25T11:26:49.904809+00:00,20260325_112220,69bd3d83f45f4d438f1bd194ce69d7d5,2026-03-25 11:26:50,2026-03-25 11:26:50,1
83,6063 Holdings Farm Ltd,,Surrey,BC,CA,"Surrey, BC, Canada",BC,Production of Blueberries,C,MSVS,2025-09-25,2026-09-25,ACTIVE,Producer,Fruits,No,,,,,canadagap_certified_operations,https://www.canadagap.ca/certification/certified-companies/,2026-03-25T11:26:49.904809+00:00,20260325_112220,3c6015243a8e2030d7623ffb343bac23,2026-03-25 11:26:50,2026-03-25 11:26:50,1
84,617885 Ontario Limited,Jem Farms,Ruthven,ON,CA,"Ruthven, ON, Canada",ON,"Production of Greenhouse Cucumbers, Greenhouse Tomatoes",C,TSLC,2025-08-18,2026-10-13,ACTIVE,Greenhouse Producer,Greenhouse,No,,,,,canadagap_certified_operations,https://www.canadagap.ca/certification/certified-companies/,2026-03-25T11:26:49.904809+00:00,20260325_112220,e3483da89cd960f063d060fb8dbfc4c7,2026-03-25 11:26:50,2026-03-25 11:26:50,1
85,638194 Ontario Inc,,Simcoe,ON,CA,"Simcoe, ON, Canada",ON,Production and Packing of Fresh Market Potatoes,C,NSF,2025-10-02,2026-11-15,ACTIVE,Producer / Packer,Potatoes,No,,,,,canadagap_certified_operations,https://www.canadagap.ca/certification/certified-companies/,2026-03-25T11:26:49.904809+00:00,20260325_112220,96b3620fdffb5d9c869aff05c255ecad,2026-03-25 11:26:50,2026-03-25 11:26:50,1
86,683713 BC Ltd,Vandula Farms,Delta,BC,CA,"Delta, BC, Canada",BC,Production of Rhubarb,C,NSF,2025-09-02,2026-08-27,ACTIVE,Producer,Fruits,No,,,,,canadagap_certified_operations,https://www.canadagap.ca/certification/certified-companies/,2026-03-25T11:26:49.904809+00:00,20260325_112220,b17bafc2d87812bec54ec2afe3328557,2026-03-25 11:26:50,2026-03-25 11:26:50,1
87,690128 BC Ltd - Sidhu Blueberry Farm Ltd,,Abbotsford,BC,CA,"Abbotsford, BC, Canada",BC,Production of Blueberries,C,NSF,2025-09-22,2026-10-23,ACTIVE,Producer,Fruits,No,,,,,canadagap_certified_operations,https://www.canadagap.ca/certification/certified-companies/,2026-03-25T11:26:49.904809+00:00,20260325_112220,53a74b50b36c78a611be6bae60708299,2026-03-25 11:26:50,2026-03-25 11:26:50,1
88,690487 NB Inc,,William,NB,CA,"William, NB, Canada",NB,Production de pommes,A2,BNQ,2025-11-26,2026-11-30,ACTIVE,Producer,Fruits,No,,,,,canadagap_certified_operations,https://www.canadagap.ca/certification/certified-companies/,2026-03-25T11:26:49.904809+00:00,20260325_112220,02d98abd2cb86b268a15c2a4a96e6fbf,2026-03-25 11:26:50,2026-03-25 11:26:50,1
89,711458 Ontario Limited,,Brownsville,ON,CA,"Brownsville, ON, Canada",ON,Production of Brussell Sprouts,C,TSLC,2025-12-23,2026-12-18,ACTIVE,Producer,Other,No,,,,,canadagap_certified_operations,https://www.canadagap.ca/certification/certified-companies/,2026-03-25T11:26:49.904809+00:00,20260325_112220,f8844b4953777985d2f47d4335b7c94a,2026-03-25 11:26:50,2026-03-25 11:26:50,1
90,744424 Ontario Ltd,Antonio Leontis,Beamsville,ON,CA,"Beamsville, ON, Canada",ON,"Production and Packing of Grapes. Production of Nectarines, Peaches, Plums",C,NSF,2025-10-06,2026-08-18,ACTIVE,Producer / Packer,Fruits,No,,,,,canadagap_certified_operations,https://www.canadagap.ca/certification/certified-companies/,2026-03-25T11:26:49.905809+00:00,20260325_112220,4591d8622a5ed063f35f45c9fe9e529f,2026-03-25 11:26:50,2026-03-25 11:26:50,1
91,776536 Ontario Ltd,,Colborne,ON,CA,"Colborne, ON, Canada",ON,Production of Apples,C,NSF,2025-10-21,2026-10-13,ACTIVE,Producer,Fruits,No,,,,,canadagap_certified_operations,https://www.canadagap.ca/certification/certified-companies/,2026-03-25T11:26:49.905809+00:00,20260325_112220,0a8af81d6db2b6e50306f9d2fdb99264,2026-03-25 11:26:50,2026-03-25 11:26:50,1
92,845 Spud Farms,,Coaldale,AB,CA,"Coaldale, AB, Canada",AB,Production of Processing Potatoes,A2,NSF,2025-11-21,2026-12-08,ACTIVE,Producer,Potatoes,No,,,,,canadagap_certified_operations,https://www.canadagap.ca/certification/certified-companies/,2026-03-25T11:26:49.905809+00:00,20260325_112220,960af7a73d989881f63ffb972ab475e7,2026-03-25 11:26:50,2026-03-25 11:26:50,1
93,854599 AB Ltd,Shimbashi Farms,Taber,AB,CA,"Taber, AB, Canada",AB,,A1,NSF,2025-10-22,2026-11-19,ACTIVE,Other,Unknown,No,,,,,canadagap_certified_operations,https://www.canadagap.ca/certification/certified-companies/,2026-03-25T11:26:49.905809+00:00,20260325_112220,deb548b7de8ad120b38886c4e7081d6f,2026-03-25 11:26:50,2026-03-25 11:26:50,1
94,877 Farms Ltd,,Vauxhall,AB,CA,"Vauxhall, AB, Canada",AB,"Production of Fresh Market Potatoes, Processing Potatoes",A2,NSF,2025-09-11,2026-10-04,ACTIVE,Producer,Potatoes,No,,,,,canadagap_certified_operations,https://www.canadagap.ca/certification/certified-companies/,2026-03-25T11:26:49.905809+00:00,20260325_112220,10185ed77f01d9fcc7f55c46e602edd8,2026-03-25 11:26:50,2026-03-25 11:26:50,1
95,8798 Gosal Holdings Ltd,,Abbotsford,BC,CA,"Abbotsford, BC, Canada",BC,Production of Blueberries,C,NSF,2025-08-19,2026-09-09,ACTIVE,Producer,Fruits,No,,,,,canadagap_certified_operations,https://www.canadagap.ca/certification/certified-companies/,2026-03-25T11:26:49.905809+00:00,20260325_112220,ea976f96f663f04dd478be80a39fe931,2026-03-25 11:26:50,2026-03-25 11:26:50,1
96,9009-5217 QC Inc,,St-Ambroise,QC,CA,"St-Ambroise, QC, Canada",QC,Production et emballage de pommes de terre destinées au marché frais et à la transformation,C,BNQ,2026-01-09,2027-01-31,ACTIVE,Producer / Packer,Fruits,No,,,,,canadagap_certified_operations,https://www.canadagap.ca/certification/certified-companies/,2026-03-25T11:26:49.905809+00:00,20260325_112220,671ba808adc2a4f46eadbdd3c01bdb9a,2026-03-25 11:26:50,2026-03-25 11:26:50,1
97,9017-6496 Quebec Inc,,Oka,QC,CA,"Oka, QC, Canada",QC,Production de pommes,A1,BNQ,2025-10-16,2026-10-31,ACTIVE,Producer,Fruits,No,,,,,canadagap_certified_operations,https://www.canadagap.ca/certification/certified-companies/,2026-03-25T11:26:49.905809+00:00,20260325_112220,2812a0851c6aa94bac84fe043863fe9f,2026-03-25 11:26:50,2026-03-25 11:26:50,1
98,9029-8373 Québec Inc,,Franklin,QC,CA,"Franklin, QC, Canada",QC,"Production, emballage et autocueillette de pommes",A2,BNQ,2025-09-11,2026-09-30,ACTIVE,Producer / Packer,Fruits,No,,,,,canadagap_certified_operations,https://www.canadagap.ca/certification/certified-companies/,2026-03-25T11:26:49.905809+00:00,20260325_112220,836b1c5a45b7a81c6206a07705faa2c9,2026-03-25 11:26:50,2026-03-25 11:26:50,1
99,9051-2500 QC Inc,,Jonquière,QC,CA,"Jonquière, QC, Canada",QC,Commerce en gros de fruits et légumes frais,D,BNQ,2025-11-24,2026-11-30,ACTIVE,Wholesaler,Mixed,No,,,,,canadagap_certified_operations,https://www.canadagap.ca/certification/certified-companies/,2026-03-25T11:26:49.905809+00:00,20260325_112220,d3c5a5df3afbfd397f46e0901c3e20d0,2026-03-25 11:26:50,2026-03-25 11:26:50,1
100,9057-0565 Québec Inc,,Centre,QC,CA,"Centre, QC, Canada",QC,Production de pommes - Production of Apples,A1,TSLC,2025-10-07,2026-11-25,ACTIVE,Producer,Fruits,No,,,,,canadagap_certified_operations,https://www.canadagap.ca/certification/certified-companies/,2026-03-25T11:26:49.905809+00:00,20260325_112220,d9363938873f907a1bb46638d7295630,2026-03-25 11:26:50,2026-03-25 11:26:50,1
